,ID,Recency,Frequency,Wines,Fruits,Meat,Fish,Sweets,Gold
1968,8537,60,23,526,80,553,123,94,53
1969,4331,41,22,913,26,376,17,26,13
1970,6281,27,20,673,0,199,37,47,26
1971,4338,28,9,23,0,9,0,0,12
1972,2452,8,25,199,33,60,8,3,15
1973,9507,18,23,261,23,73,4,23,50
1974,8360,76,15,111,16,37,7,9,18
1975,10311,0,26,16,4,12,2,4,321
1976,5117,32,23,63,151,137,153,19,53
1977,4867,2,18,58,0,18,2,0,10
1978,9289,16,14,29,1,17,0,3,13
1979,10913,56,12,3,2,12,0,1,9
1980,3032,97,20,28,34,62,11,14,44
1981,8524,15,18,40,3,30,10,7,11
1982,3334,35,22,879,143,797,106,143,143
1983,4470,3,12,62,1,44,6,5,22
1984,1406,49,29,280,7,81,20,0,27
1985,8619,4,9,9,0,6,3,1,3
1986,10821,45,23,182,4,33,0,2,42
1987,4552,37,16,83,2,101,64,26,117
1988,898,39,18,38,15,54,3,8,29
1989,9797,38,18,228,19,130,4,11,51
1990,10949,8,22,1092,37,592,145,37,55
1991,8212,89,17,85,15,27,13,13,21
1992,6248,47,30,1276,24,746,94,29,48
1993,10164,75,21,1017,33,417,108,100,16
1994,4547,86,14,6,2,9,2,1,5
1995,6815,4,23,448,21,125,52,101,62
1996,4122,73,20,504,23,117,179,28,44
1997,10841,46,22,226,22,133,41,31,31
1998,5370,38,26,239,3,141,0,7,23
1999,176,73,15,90,38,67,33,36,67
2000,4860,66,11,7,2,8,3,2,3
2001,10757,36,10,4,2,5,2,0,0
2002,4023,29,18,16,17,19,20,21,22
2003,6679,29,7,10,3,3,0,0,0
2004,9923,6,16,68,0,16,0,0,8
2005,7181,97,15,35,0,13,2,0,2
2006,3599,61,28,575,80,428,208,93,80
2007,405,68,25,315,0,31,4,0,91
2008,6870,73,14,182,2,49,17,13,20
2009,832,90,28,561,14,113,10,14,35
2010,2002,81,20,587,51,932,180,34,86
2011,3657,1,19,94,1,33,13,12,12
2012,500,79,26,908,43,735,40,194,21
2013,1951,92,36,228,122,122,208,129,30
2014,3262,31,30,995,112,417,42,48,41
2015,4102,46,10,11,1,2,2,1,6
2016,7042,14,15,3,3,14,15,21,10
2017,10598,89,16,12,1,16,4,1,3
2018,255,31,12,17,0,2,0,0,2
2019,2375,75,12,8,0,5,0,3,6
2020,9829,42,15,22,4,17,12,10,13
2021,6214,53,12,14,10,29,4,7,15
2022,4954,53,23,106,27,68,52,7,5
2023,7861,23,23,820,57,242,45,0,11
2024,4837,57,32,753,43,226,69,10,204
2025,9423,49,13,13,3,17,7,3,3
2026,4198,6,10,9,1,3,0,4,8
2027,153,29,9,19,3,6,4,2,12
2028,9323,5,34,520,8,223,32,49,42
2029,10001,98,19,5,17,17,13,14,34
2030,3945,80,31,618,44,215,0,17,36
2031,3799,4,28,315,35,322,46,7,143
2032,8625,70,17,15,1,23,0,5,1
2033,3491,32,36,384,60,364,119,101,232
2034,983,82,20,110,29,92,28,10,145
2035,9119,27,17,208,17,76,36,17,38
2036,4786,94,35,555,82,257,93,61,61
2037,5872,23,25,240,90,216,63,6,24
2038,6568,97,13,11,0,36,15,5,12
2039,5628,25,30,848,154,323,201,61,78
2040,5631,92,22,202,47,197,55,42,149
2041,4974,98,36,433,89,650,16,102,102
2042,8416,19,13,6,6,15,10,5,2
2043,5454,80,11,37,0,7,3,0,3
2044,4095,80,28,167,37,64,49,34,116
2045,5474,79,18,45,7,99,4,25,43
2046,4268,50,13,129,0,21,0,1,7
2047,10701,60,32,713,0,264,120,80,34
2048,3507,44,20,676,161,426,210,44,58
2049,2079,0,23,450,26,535,73,98,26
2050,626,28,9,22,2,12,0,2,5
2051,4426,35,28,367,4,51,6,4,95
2052,2591,49,17,526,35,214,69,53,35
2053,10509,46,16,51,0,16,0,0,4
2054,6382,97,9,25,0,11,3,0,15
2055,6673,51,15,28,6,27,12,17,39
2056,7441,80,34,958,159,447,20,0,31
2057,1071,10,31,532,88,168,69,44,133
2058,10061,29,32,724,17,143,0,8,196
2060,8775,74,17,39,0,56,20,8,14
2062,2345,54,19,587,54,348,71,54,130
2063,322,93,11,29,1,11,0,0,0
2064,10897,63,38,757,80,217,29,80,11
2065,123,92,17,544,35,133,23,151,107
2066,6103,40,11,40,15,15,17,6,7
2067,7899,70,24,1245,33,332,21,33,16
2068,10500,96,14,19,1,20,16,14,28
2069,1655,81,12,16,3,15,2,1,11
2070,2406,63,24,376,4,94,12,9,24
2071,2712,85,23,184,178,178,103,39,33
2072,5517,51,13,15,0,11,0,2,9
2073,10643,23,25,124,83,267,85,59,35
2074,2254,95,26,627,120,414,121,80,93
2075,10281,11,23,180,60,241,13,54,54
2076,6958,42,11,14,0,4,0,0,8
2077,954,77,12,3,3,24,34,7,31
2080,4643,40,17,8,26,46,38,9,49
2082,6497,32,25,293,6,23,13,6,92
2083,5396,48,34,758,12,385,33,89,89
2085,1052,24,34,656,38,161,62,47,37
2086,2802,61,20,196,25,607,67,17,49
2087,6343,6,25,835,73,380,114,73,43
2088,6507,16,11,16,11,15,2,0,12
2089,7901,39,8,9,1,5,2,1,4
2090,4865,2,28,229,7,140,10,3,11
2091,2686,49,11,0,1,4,15,1,5
2092,3107,31,15,121,24,124,24,15,42
2093,7734,58,23,471,102,125,212,61,245
2094,1146,5,34,520,8,223,32,49,42
2095,11031,90,10,26,1,10,2,0,1
2096,7428,47,20,240,132,445,250,192,108
2097,975,25,21,178,4,26,8,4,44
2098,1103,60,26,1486,55,278,49,0,185
2099,3422,67,16,1115,12,128,33,12,76
2100,1055,40,9,29,0,8,2,0,6
2101,6544,63,30,529,0,356,63,28,0
2102,1241,1,15,13,3,8,7,4,16
2103,2909,89,23,934,24,230,16,24,36
2104,5802,40,13,2,7,11,16,12,27
2105,1407,5,14,4,12,5,3,16,17
2106,6183,3,12,62,1,44,6,5,22
2107,340,1,24,158,35,179,0,0,125
2108,5991,24,20,173,2,39,3,2,47
2109,3104,89,23,830,59,968,51,79,19
2110,9729,48,30,189,10,253,56,43,64
2111,1008,31,30,728,17,133,11,8,124
2112,11091,68,10,7,2,9,2,0,2
2113,3969,46,12,35,4,17,7,6,64
2114,1916,92,26,188,3,180,20,3,43
2115,9907,80,30,742,28,152,25,9,57
2116,87,16,14,0,7,5,26,2,17
2117,8659,50,29,750,71,174,13,10,20
2118,6262,93,24,816,42,450,55,56,154
2119,6147,51,11,5,2,8,2,2,9
2120,8832,24,16,37,5,56,12,8,5
2121,10067,79,11,4,0,4,0,0,5
2122,7532,26,18,99,2,11,4,0,16
2123,4915,86,28,176,72,98,136,21,229
2124,2115,68,12,54,0,10,0,0,2
2125,2088,98,26,997,15,414,99,30,76
2126,2493,34,23,356,0,107,19,9,117
2127,6292,60,20,1311,0,359,46,89,17
2128,1631,3,29,890,63,292,0,25,12
2129,10104,65,11,4,0,2,0,0,2
2130,3006,83,12,17,0,14,7,3,2
2131,3919,64,23,960,0,883,50,38,0
2132,11181,85,0,2,1,2,1,1,1
2133,642,69,16,1,3,2,20,30,47
2134,4369,48,19,240,67,500,199,0,163
2135,10127,21,22,301,11,61,4,7,11
2136,271,30,21,154,0,50,6,11,37
2137,4973,39,12,2,3,6,4,1,9
2138,2948,76,12,104,12,48,4,12,5
2139,2715,11,20,70,3,37,4,2,64
2140,10432,26,13,2,0,9,3,6,2
2141,9216,34,13,23,2,11,3,1,4
2142,7124,72,17,43,4,12,8,0,27
2143,9727,13,13,4,24,11,16,1,25
2144,5136,58,34,654,7,92,0,15,30
2145,9790,12,23,912,72,170,47,36,97
2146,1818,23,14,25,0,8,0,1,4
2147,1100,33,16,24,4,22,0,2,9
2148,7873,30,21,141,11,114,15,14,5
2149,10609,15,12,71,0,13,3,1,0
2150,6950,25,14,35,1,16,0,1,1
2151,7233,4,20,496,32,849,229,48,128
2152,9481,80,19,9,9,11,13,10,16
2153,7699,30,21,154,0,50,6,11,37
2154,2711,6,12,9,1,5,4,5,7
2155,8933,16,14,26,3,23,4,7,3
2156,8726,57,19,77,8,44,10,10,25
2157,1515,9,8,11,2,7,4,2,2
2158,5186,59,28,576,7,115,19,7,7
2159,10157,78,16,89,15,89,34,42,5
2160,5667,90,32,1013,30,399,60,46,153
2161,902,74,19,224,12,48,4,12,12
2162,977,10,26,200,19,111,50,15,19
2163,7313,63,26,570,73,614,133,102,73
2164,7600,13,13,1,3,3,8,1,13
2165,9706,98,16,62,1,20,4,0,7
2166,2429,4,22,531,69,300,150,138,150
2167,3520,94,17,162,28,818,0,28,56
2168,10394,91,19,675,144,133,94,192,241
2169,4548,66,9,23,4,10,0,2,15
2170,9362,14,24,492,5,32,13,5,21
2171,3968,77,34,918,10,129,13,0,129
2172,4084,41,27,224,155,155,192,93,54
2173,6721,21,20,572,19,286,50,38,248
2174,2829,25,28,626,0,70,0,7,28
2175,1772,2,21,1074,37,518,193,92,129
2176,1544,51,19,741,68,689,224,68,103
2177,492,3,27,322,3,50,4,3,42
2178,4377,32,22,254,10,44,30,10,227
2179,4541,84,17,116,6,82,6,6,41
2180,1321,49,17,22,2,18,0,2,12
2181,8858,69,29,516,0,21,0,0,5
2182,3266,96,9,14,36,11,3,26,35
2183,11187,23,14,2,8,10,12,14,23
2184,8207,18,9,28,0,9,3,0,0
2185,9723,8,33,530,142,217,62,9,56
2186,2666,21,26,519,50,167,130,0,41
2187,5721,60,26,611,76,749,59,45,26
2188,10652,48,19,240,67,500,199,0,163
2189,1646,36,10,4,9,12,11,2,8
2190,4418,36,27,671,47,655,145,111,15
2191,2656,63,12,23,1,7,0,4,24
2192,7990,2,10,9,1,2,3,2,0
2193,8722,38,28,556,54,845,202,133,63
2194,7118,61,28,833,80,363,52,26,174
2195,2980,52,18,12,0,13,4,2,4
2196,1839,25,15,56,7,48,10,2,18
2197,10722,63,23,293,8,124,11,4,106
2198,2632,10,26,297,0,38,13,0,152
2199,9014,65,18,39,1,16,2,0,3
2200,7620,71,16,5,11,16,21,8,45
2201,10968,0,32,266,21,300,65,8,44
2202,11133,3,27,322,3,50,4,3,42
2203,2736,88,25,366,124,156,71,78,54
2204,1876,15,12,32,0,8,23,4,18
2205,5959,80,23,158,0,23,0,0,18
2206,1092,17,27,269,129,495,182,43,29
2207,4333,76,17,41,0,10,0,0,3
2208,3850,52,11,3,3,3,15,4,15
2209,6168,28,10,33,0,5,0,0,15
2210,607,31,30,302,29,131,32,0,27
2211,10469,42,20,519,71,860,93,27,53
2212,6983,24,14,23,2,17,2,1,0
2213,3661,42,21,594,51,631,72,55,32
2214,9303,12,14,12,4,7,1,3,5
2215,692,88,10,4,2,5,0,0,5
2216,736,67,15,18,3,19,3,3,6
2217,9589,54,18,332,194,377,149,125,57
2218,4838,40,12,5,1,8,0,0,1
2219,9246,73,24,171,3,129,26,24,62
2220,6261,81,22,270,31,88,11,48,22
2221,7366,12,22,712,26,538,69,13,80
2222,10659,7,18,2,8,11,3,8,21
2223,1448,33,13,21,12,12,0,3,3
2224,4286,24,26,580,6,58,8,0,27
2225,4749,55,29,368,24,68,38,0,88
2226,4478,87,34,457,5,106,15,17,53
2227,4201,39,24,229,7,137,4,0,91
2229,10084,9,14,3,2,8,20,0,17
2230,7004,82,18,24,3,26,7,1,23
2231,9817,71,35,853,10,143,13,10,20
2232,8080,50,8,5,1,6,3,4,3
2234,8372,81,11,3,3,7,6,2,9
2235,10870,46,23,709,43,182,42,118,247
2236,4001,56,29,406,0,30,0,0,8
2237,7270,91,25,908,48,217,32,12,24
2238,8235,8,26,428,30,214,80,30,61
2239,9405,40,18,84,3,61,2,1,21
