,ID,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Duration_Customer,Frequency,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Discount,Web,Catalog,Store,Web_visit,Campaign 1,Campaign 2,Campaign 3,Campaign 4,Campaign 5,Complain,Response,Income_Class,Age_Class
1675,4712,32,2,1,20193.0,0,0,3775,11,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,0,0
1676,1170,48,1,1,27573.0,1,0,3658,22,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,0,1
1677,6347,44,0,0,15862.0,1,0,3564,13,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,0,1
1678,4065,47,3,1,49544.0,1,0,3699,23,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,1,1
1679,8230,43,1,1,33228.0,1,0,3354,13,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,0,1
1680,1215,45,1,1,70440.0,0,0,3461,26,49,690,117,499,76,102,88,1,5,10,7,3,1,0,0,0,0,0,0,3,1
1681,5939,52,1,1,38232.0,1,1,3360,16,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,1,2
1682,2156,68,3,1,22554.0,1,1,3800,15,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,0,3
1683,7788,40,3,1,23536.0,1,0,3222,7,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0
1684,10323,71,1,1,49413.0,0,1,3444,18,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,1,3
1685,7947,54,1,1,42231.0,1,1,3293,10,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,1,2
1686,1891,43,2,0,78789.0,0,0,3887,18,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,3,1
1687,2570,55,1,1,56534.0,0,1,3538,33,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,1,0,0,1,2,2
1688,9256,52,1,0,58350.0,0,1,3738,33,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,2,2
1689,295,34,1,0,81217.0,0,0,3542,23,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,3,0
1690,7397,72,1,0,49090.0,0,1,3542,28,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,1,3
1691,6349,36,2,0,61787.0,0,0,3555,24,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,2,0
1692,10790,38,3,1,18169.0,1,0,3692,12,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,0,0
1693,10398,42,2,0,24336.0,1,0,3868,11,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,0,1
1694,2431,33,1,1,18222.0,0,0,3742,14,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,0,0
1695,550,71,1,0,62335.0,0,1,3599,23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,2,3
1696,1890,52,2,1,42033.0,1,1,3845,11,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,1,2
1697,10742,40,3,1,86580.0,0,0,3684,12,72,532,21,127,26,20,20,0,4,2,5,1,0,0,0,0,1,0,0,3,0
1698,10356,66,3,0,41437.0,1,1,3842,12,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,1,3
1699,4676,72,2,0,73705.0,0,2,3313,30,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,3,3
1700,8852,47,1,1,61064.0,0,1,3864,34,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,2,1
1701,3565,68,2,1,38452.0,1,1,3288,16,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,1,3
1702,5294,34,1,0,18358.0,1,0,3418,17,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,0,0
1703,1958,50,3,1,55012.0,0,1,3297,30,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,2,1
1704,7349,50,0,1,9722.0,1,0,3832,19,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,0,1
1705,8799,39,3,1,38175.0,1,0,3476,18,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,1,0
1706,1351,67,2,1,58656.0,0,1,3844,38,25,962,12,194,16,24,12,4,7,8,13,6,0,0,0,0,1,0,0,2,3
1707,1045,58,1,1,52117.0,0,1,3879,20,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,2,2
1708,7732,45,1,1,64813.0,1,0,3375,25,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,2,1
1709,8070,50,3,1,54222.0,0,1,3317,15,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,2,1
1710,477,37,1,1,83512.0,0,0,3209,23,31,1060,61,835,80,20,101,1,4,7,10,1,1,1,1,0,1,0,1,3,0
1711,7832,64,2,1,77520.0,0,1,3502,27,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,0,1,0,1,3,2
1712,2202,45,1,1,41154.0,0,1,3643,11,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,1,1
1713,7396,57,1,1,80398.0,0,0,3793,29,92,342,51,936,207,35,26,1,5,8,12,3,0,0,0,0,1,0,0,3,2
1714,4055,31,0,0,18746.0,1,0,3228,14,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,0,0
1715,10340,39,1,1,35196.0,1,0,3790,26,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,0,0
1716,10091,67,1,0,60230.0,0,1,3602,22,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,2,3
1717,7629,46,1,1,22108.0,1,1,3249,14,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,0,1
1718,10640,49,1,1,44392.0,1,1,3494,21,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,1,1
1719,3498,47,3,1,55424.0,0,1,3778,31,6,462,61,184,10,53,107,4,7,5,9,6,0,0,1,0,0,0,1,2,1
1720,6742,44,1,1,17688.0,1,0,3729,12,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,0,1
1721,1172,40,3,1,92491.0,0,0,3621,28,71,979,44,935,29,25,22,1,7,5,12,3,1,0,0,1,1,0,1,3,0
1722,569,32,1,0,90273.0,0,0,3394,21,32,704,129,853,120,74,111,1,5,6,7,2,1,0,0,1,1,0,1,3,0
1723,4686,61,3,0,82571.0,0,0,3285,26,28,861,31,558,62,95,79,0,6,5,13,2,0,0,0,0,1,0,0,3,2
1724,1381,41,3,0,38513.0,1,0,3349,25,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,1,1
1725,2634,44,2,0,16653.0,1,0,3269,15,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,0,1
1726,10905,68,1,1,42586.0,1,1,3805,24,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,1,3
1727,1744,58,0,0,23529.0,0,1,3735,11,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,0,2
1728,1000,62,2,1,74881.0,1,1,3675,32,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,3,2
1729,3828,72,1,1,71107.0,0,1,3694,32,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,3,3
1730,8605,59,3,1,46910.0,1,1,3295,13,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,1,2
1731,10304,64,1,1,18690.0,0,0,3745,13,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,2
1732,4351,68,1,0,37244.0,1,1,3625,12,90,18,2,10,0,0,25,1,1,1,2,7,0,0,1,0,0,0,0,1,3
1733,10129,57,1,1,82427.0,0,0,3306,22,35,482,147,509,104,107,107,1,3,5,12,1,0,0,0,0,1,0,0,3,2
1734,2499,65,2,0,75342.0,0,1,3616,22,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,3,2
1735,10092,69,1,0,70044.0,0,1,3693,31,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,3,3
1736,7500,56,1,0,79146.0,1,1,3263,25,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,3,2
1737,5796,60,1,1,77437.0,0,0,3412,24,70,560,21,442,29,44,29,1,4,5,13,1,0,0,0,0,1,0,0,3,2
1738,10556,64,1,1,54984.0,0,1,3233,24,51,173,13,131,32,3,6,4,6,1,6,7,1,0,0,0,0,0,0,2,2
1739,1064,52,3,1,42403.0,1,0,3397,13,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,1,2
1740,48,59,1,1,55761.0,0,1,3263,16,97,136,1,12,0,3,32,2,4,1,3,6,0,0,0,1,0,0,0,2,2
1741,7610,40,1,1,37292.0,1,0,3634,27,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,1,0
1742,263,78,3,0,45576.0,0,0,3229,16,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,1,3
1743,10814,76,1,1,70321.0,0,0,3726,29,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,3,3
1744,9710,54,3,0,58086.0,0,1,3722,31,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,2,2
1745,9292,71,1,1,81795.0,0,0,3808,25,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,3,3
1746,10250,76,0,1,28389.0,0,0,3783,11,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,0,3
1747,7881,77,2,1,66835.0,0,0,3471,26,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,2,3
1748,5847,54,1,0,69901.0,0,1,3593,28,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,3,2
1749,737,74,3,1,80360.0,0,0,3680,17,56,1493,86,454,112,43,43,2,4,4,5,2,1,0,0,1,1,0,0,3,3
1750,3571,62,3,1,63342.0,0,1,3818,25,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,1,0,0,1,2,2
1751,7807,49,1,1,44989.0,0,1,3852,22,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,1,1
1752,3878,43,2,0,31859.0,1,0,3319,12,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,0,1
1753,5092,74,3,0,51569.0,0,1,3699,27,39,380,0,47,6,0,34,4,7,1,7,8,0,0,0,1,0,0,1,2,3
1754,2154,52,1,0,30372.0,1,1,3748,15,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,0,2
1755,5394,44,0,0,16014.0,1,1,3666,13,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,0,1
1756,3798,55,1,1,41120.0,1,1,3432,15,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,1,2
1757,3524,52,2,0,39763.0,1,0,3526,19,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,1,2
1758,5247,68,3,1,38725.0,1,1,3247,11,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,1,3
1759,5883,51,1,1,77981.0,1,0,3596,26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,3,2
1760,2118,59,2,1,62905.0,0,1,3489,24,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,2,2
1761,8812,44,2,0,13533.0,1,0,3673,14,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,0,1
1762,6616,48,1,1,59481.0,0,1,3446,18,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,2,1
1763,2797,46,1,1,72117.0,0,1,3510,31,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,3,1
1764,4328,37,2,1,21955.0,1,0,3492,14,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,0,0
1765,9167,67,1,1,67131.0,0,1,3657,32,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,2,3
1766,10560,43,3,0,36802.0,1,0,3210,10,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,1,1
1767,2631,41,1,1,71853.0,0,0,3614,18,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,3,1
1768,8312,62,0,1,28249.0,0,0,3211,12,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,0,2
1769,5534,48,2,1,47808.0,0,1,3449,17,30,123,1,26,2,0,72,2,3,2,3,7,0,0,1,0,0,0,0,1,1
1770,5093,49,3,0,25509.0,1,0,3846,18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,0,1
1771,7592,77,3,1,51012.0,0,0,3634,16,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,1,3
1772,8895,38,1,0,70596.0,0,0,3829,23,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,3,0
1773,8584,71,3,1,85431.0,0,0,3583,17,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,3,3
1774,2694,56,1,1,42664.0,0,1,3300,11,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,1,2
1775,8910,68,1,1,42586.0,1,1,3805,24,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,1,3
1776,7433,38,1,0,29760.0,1,0,3866,20,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,0,0
1777,164,46,3,1,28973.0,0,0,3821,21,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,0,1
1778,10477,50,3,1,39435.0,1,0,3524,14,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,1,1
1779,2681,39,2,1,65370.0,0,0,3529,20,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,2,0
1780,5150,44,0,0,20194.0,1,0,3756,13,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,0,1
1781,5283,47,3,0,42473.0,1,1,3329,15,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,1,1
1782,9645,55,1,1,64590.0,0,0,3820,30,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,2,2
1783,10678,64,1,1,71232.0,0,1,3410,32,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,3,2
1784,7261,52,1,1,34600.0,1,1,3741,25,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,0,2
1785,9648,56,1,0,46904.0,1,1,3800,22,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,1,2
1786,2870,50,1,1,49094.0,0,1,3843,26,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,1,1
1787,8008,40,1,1,36075.0,1,0,3399,13,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,1,0
1788,1513,44,2,1,60839.0,1,1,3867,37,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,2,1
1789,6173,44,1,1,77298.0,0,1,3436,27,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,3,1
1790,1419,73,1,1,34026.0,1,1,3525,14,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,0,3
1791,9150,60,3,0,48918.0,1,1,3275,11,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,1,2
1792,7960,61,2,1,82122.0,0,0,3515,27,89,734,22,350,151,25,100,1,3,9,13,1,0,0,0,0,1,0,0,3,2
1793,1250,47,1,0,37697.0,1,0,3339,13,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,1,1
1794,9905,71,1,1,34074.0,1,1,3548,20,69,135,1,41,10,1,67,5,3,3,3,6,0,0,1,0,0,0,0,0,3
1795,10691,63,2,1,28520.0,1,1,3577,11,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,0,2
1796,7002,68,1,0,62535.0,0,1,3466,17,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,2,3
1797,2952,46,2,0,36273.0,1,0,3271,14,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,1,1
1798,8439,59,1,1,63404.0,0,2,3220,19,97,734,26,70,11,44,17,2,6,3,4,4,1,0,0,0,0,0,0,2,2
1799,762,42,2,1,75774.0,1,0,3255,25,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,3,1
1800,2831,47,1,1,78416.0,0,1,3199,29,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,3,1
1801,6977,49,1,1,75702.0,0,1,3820,35,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,0,0,1,0,0,3,1
1802,6289,72,2,1,59385.0,1,1,3624,15,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,2,3
1803,4168,57,1,0,37070.0,1,1,3663,30,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,1,2
1804,8397,72,1,1,44689.0,1,1,3367,13,82,18,0,5,0,0,11,2,1,1,2,7,0,0,1,0,0,0,0,1,3
1805,9284,65,1,1,53977.0,0,1,3583,32,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,2,2
1806,6237,57,3,0,7144.0,0,2,3401,25,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,0,2
1807,3130,59,1,0,18701.0,1,1,3587,15,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,0,2
1808,1619,67,1,1,90369.0,0,0,3259,18,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,3,3
1809,1990,49,3,0,63159.0,0,0,3798,20,74,965,34,586,89,86,37,1,3,5,8,3,0,0,1,0,0,0,0,2,1
1810,5513,57,1,1,37758.0,1,1,3830,14,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,1,2
1811,269,60,3,0,46757.0,0,1,3787,30,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,1,2
1812,8093,54,2,1,79734.0,0,0,3198,15,72,572,8,232,23,62,17,1,4,3,6,1,1,0,0,0,0,0,0,3,2
1813,10513,31,1,1,63207.0,0,0,3722,19,68,438,169,565,91,169,70,1,2,3,6,7,1,0,0,0,0,0,0,2,0
1814,10177,69,1,0,72071.0,0,1,3697,22,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,3,3
1815,2549,40,3,1,21840.0,1,0,3540,14,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,0,0
1816,5782,41,2,1,58582.0,0,1,3471,27,15,402,35,106,101,77,42,2,9,2,9,5,0,0,0,1,0,0,0,2,1
1817,10057,72,1,0,72282.0,0,0,3542,29,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,3,3
1818,10307,67,1,1,50387.0,0,2,3499,24,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,1,3
1819,8566,62,3,1,32583.0,1,1,3211,11,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,2
1820,2415,61,1,1,62568.0,0,1,3280,20,99,362,17,398,80,35,61,3,5,3,5,4,1,0,0,0,0,0,0,2,2
1821,5684,52,2,0,44635.0,1,1,3458,14,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,1,2
1822,8334,52,2,0,33316.0,1,1,3465,16,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,0,2
1823,9166,55,1,1,63967.0,0,1,3521,25,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,2,2
1824,1440,45,2,1,52513.0,0,0,3860,32,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,2,1
1825,78,54,1,1,25293.0,1,0,3484,13,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,0,2
1826,5441,58,3,0,54111.0,0,1,3505,20,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,2,2
1827,5302,37,1,1,78394.0,0,0,3696,18,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,3,0
1828,4687,65,2,1,80739.0,0,0,3599,25,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,3,2
1829,1087,48,2,1,22669.0,1,0,3600,19,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,0,1
1830,6859,36,1,0,29236.0,1,0,3461,18,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,0,0
1831,9860,64,1,1,44911.0,0,1,3668,19,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,1,2
1832,7129,61,3,1,54693.0,0,1,3694,37,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,2,2
1833,5866,49,1,1,48186.0,1,0,3298,19,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,1,1
1834,10521,46,1,1,54809.0,1,1,3488,16,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,2,1
1835,7393,45,1,1,41580.0,1,1,3763,14,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,1,1
1836,7849,53,3,1,80336.0,0,0,3490,26,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,3,2
1837,332,66,1,1,47743.0,0,1,3661,20,56,198,2,43,0,12,20,3,4,1,6,6,0,0,0,1,0,0,0,1,3
1838,9847,68,2,1,62972.0,0,1,3892,22,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,2,3
1839,531,69,3,0,57333.0,0,1,3842,39,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,2,3
1840,9576,41,3,1,32313.0,1,0,3700,20,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,0,1
1841,6906,70,2,0,84953.0,0,0,3588,20,73,167,48,602,63,72,72,1,3,10,4,2,1,0,0,1,1,0,1,3,3
1842,7419,55,2,0,27071.0,1,0,3264,13,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,0,2
1843,3170,66,2,1,68148.0,0,0,3499,17,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,2,3
1844,8527,58,2,1,65735.0,1,1,3401,26,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,2,2
1845,7872,48,3,1,86836.0,0,0,3852,28,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,0,1,0,1,3,1
1846,9931,60,3,1,4023.0,1,1,3203,34,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,0,2
1847,10595,33,1,1,30093.0,0,0,3553,13,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,0,0
1848,4609,57,3,1,57705.0,0,1,3366,24,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,2,2
1849,5010,35,1,0,25008.0,1,0,3344,14,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,0,0
1850,4427,28,2,0,83257.0,0,0,3846,34,56,536,27,590,38,107,67,1,5,10,12,6,0,0,1,0,1,1,1,3,0
1851,11148,48,1,1,22280.0,1,0,3603,12,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,0,1
1852,1168,45,3,1,72159.0,0,0,3805,23,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,3,1
1853,9595,62,1,1,64260.0,0,0,3731,17,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,2,2
1854,10163,39,3,0,82733.0,0,0,3489,24,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,3,0
1855,2886,52,2,0,74290.0,0,1,3518,38,70,1121,0,72,0,12,12,4,10,8,10,6,1,0,0,1,0,0,0,3,2
1856,6710,72,2,0,58217.0,2,1,3786,13,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,2,3
1857,5316,47,2,1,21024.0,0,0,3557,14,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,0,1
1858,9029,51,3,1,70116.0,0,0,3716,24,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,3,2
1859,521,38,1,1,54006.0,1,0,3846,25,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,2,0
1860,1459,57,3,1,69063.0,0,1,3796,17,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,3,2
1861,10241,48,2,0,11448.0,0,0,3393,10,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,0,1
1862,1630,44,1,0,61825.0,0,1,3523,19,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,2,1
1863,3254,52,1,1,70886.0,1,0,3455,16,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,3,2
1864,9064,41,1,1,69109.0,0,0,3794,24,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,0,1,3,1
1865,3678,50,1,0,60208.0,1,1,3827,36,13,488,23,71,15,0,59,11,8,3,7,7,0,0,0,1,0,0,1,2,1
1866,4227,55,2,1,32889.0,1,1,3493,14,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,0,2
1867,9467,39,1,0,34738.0,1,0,3246,11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,0,0
1868,8486,52,2,1,30538.0,1,0,3833,27,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,0,2
1869,2186,46,2,1,82326.0,0,0,3308,24,30,938,142,754,159,81,183,1,5,10,6,2,1,0,0,1,1,0,1,3,1
1870,3286,56,3,0,26642.0,1,0,3317,13,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,0,2
1871,8602,59,1,0,69932.0,0,1,3579,30,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,3,2
1872,3722,51,1,0,44503.0,1,1,3271,13,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,1,2
1873,6715,75,3,0,60200.0,0,1,3740,31,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,2,3
1874,4796,71,1,0,49638.0,0,1,3268,7,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,1,3
1875,9612,36,2,0,23830.0,0,0,3339,12,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,0,0
1876,3766,64,2,0,33051.0,0,0,3879,30,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,0,2
1877,1399,65,1,1,72905.0,0,0,3356,21,52,407,114,445,181,165,203,1,3,7,9,1,1,0,0,0,0,0,0,3,2
